Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
C,31,37,5,14.6,1.1,2.0,0.533,0.0,0.0,0.0,1.1,2.0,0.533,0.533,0.3,0.7,0.44,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5
PF,30,24,3,21.3,3.3,7.5,0.441,1.7,4.0,0.427,1.6,3.5,0.458,0.556,1.1,1.3,0.844,1.7,4.5,6.3,1.0,0.6,0.3,1.1,2.8,9.4
C,23,82,1,21.0,5.0,8.8,0.576,0.1,0.3,0.476,4.9,8.5,0.579,0.583,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7
PG,27,79,79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9.0,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,30.1
C,26,46,13,16.7,2.7,5.0,0.548,0.0,0.0,0.0,2.7,5.0,0.548,0.548,1.5,2.9,0.53,2.0,3.6,5.6,0.7,0.4,1.1,0.8,2.0,7.0
SF,27,66,2,14.1,1.6,3.6,0.435,0.4,1.3,0.279,1.2,2.3,0.523,0.485,0.6,0.8,0.696,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,4.1
SG,21,16,7,21.2,3.2,6.9,0.459,0.5,1.9,0.258,2.7,5.0,0.538,0.495,1.3,2.1,0.606,1.6,3.4,5.0,0.9,0.7,0.4,1.3,2.4,8.1
C,22,6,0,4.8,0.2,0.5,0.333,0.0,0.0,0.0,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2
SF,20,6,1,7.2,0.2,2.0,0.083,0.2,1.2,0.143,0.0,0.8,0.0,0.125,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,0.5
SF,22,73,40,15.9,1.9,4.3,0.442,0.2,0.9,0.222,1.7,3.5,0.496,0.464,1.1,1.7,0.656,0.6,2.0,2.6,0.6,0.3,0.5,1.0,1.9,5.1
SF,23,18,18,34.4,5.1,10.3,0.489,2.4,5.7,0.431,2.6,4.7,0.56,0.608,2.0,2.7,0.75,1.6,4.3,5.9,1.6,2.0,0.6,1.7,2.9,14.6
SG,20,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0
PF,24,66,38,24.9,3.8,9.2,0.407,2.0,5.2,0.39,1.7,4.0,0.43,0.518,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8
C,27,61,14,14.3,2.3,3.8,0.601,0.0,0.0,0.0,2.3,3.8,0.601,0.601,0.6,1.0,0.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1
PF,28,79,76,22.8,3.2,5.4,0.585,0.1,0.5,0.233,3.0,4.8,0.624,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3
SF,31,29,29,30.7,5.0,12.1,0.416,2.6,6.6,0.387,2.5,5.5,0.45,0.521,2.6,3.0,0.864,0.5,3.5,4.0,2.1,0.4,0.0,1.5,1.5,15.2
PG,21,1,0,10.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
SF,27,4,4,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
PG,34,28,3,22.4,4.4,10.4,0.423,1.1,2.8,0.38,3.3,7.6,0.439,0.474,2.5,2.9,0.854,0.4,2.0,2.4,3.9,0.8,0.1,1.5,1.0,12.4
SG,22,38,2,10.1,1.4,3.4,0.397,0.5,1.3,0.38,0.9,2.1,0.407,0.469,0.8,1.1,0.725,0.1,1.1,1.2,0.7,0.2,0.0,0.5,0.7,4.0
C,20,9,1,10.3,1.1,2.1,0.526,0.0,0.0,0.0,1.1,2.1,0.526,0.526,0.8,1.3,0.583,0.7,2.1,2.8,0.4,0.4,0.7,0.6,1.7,3.0
PG,22,7,0,5.6,0.6,2.3,0.25,0.4,1.4,0.3,0.1,0.9,0.167,0.344,0.0,0.0,0.0,0.0,0.7,0.7,1.1,0.1,0.0,0.6,0.6,1.6
SF,25,28,18,27.3,4.0,7.3,0.549,0.7,2.1,0.328,3.3,5.2,0.637,0.596,1.2,1.6,0.717,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9
SG,25,23,0,7.3,1.1,2.9,0.394,0.4,1.0,0.391,0.7,1.9,0.395,0.462,0.4,0.5,0.75,0.0,0.5,0.5,0.4,0.4,0.1,0.1,0.7,3.0
PF,25,29,29,32.2,6.7,14.4,0.468,1.9,5.2,0.373,4.8,9.2,0.521,0.535,2.3,3.4,0.67,1.0,3.7,4.8,2.1,0.7,1.3,1.8,2.4,17.7
SF,33,29,29,28.4,3.1,7.7,0.401,2.2,5.8,0.375,0.9,1.9,0.481,0.543,0.3,0.5,0.714,1.0,2.7,3.7,1.7,1.1,0.7,1.4,1.7,8.7
SG,21,14,0,3.4,0.4,2.1,0.207,0.2,1.5,0.143,0.2,0.6,0.375,0.259,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.4,1.1
SF,22,75,73,30.3,4.5,9.6,0.473,1.3,3.6,0.367,3.2,6.0,0.536,0.541,1.3,1.7,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6
SF,32,65,1,26.6,2.7,5.7,0.478,0.8,2.4,0.351,1.9,3.3,0.57,0.552,0.8,1.3,0.614,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0
SF,34,81,81,33.4,4.7,10.6,0.439,1.5,3.9,0.383,3.2,6.7,0.471,0.509,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2
SG,24,16,0,16.5,1.5,3.5,0.429,0.4,1.4,0.318,1.1,2.1,0.5,0.491,0.9,1.0,0.938,1.0,2.8,3.8,1.1,1.1,0.3,0.5,1.4,4.4
SG,24,5,0,3.0,0.2,0.8,0.25,0.2,0.8,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.2,0.6
SF,26,18,0,12.4,1.0,2.8,0.353,0.7,1.6,0.429,0.3,1.3,0.261,0.471,0.4,0.4,1.0,0.9,2.4,3.3,0.4,0.5,0.6,0.4,1.1,3.1
PG,38,59,3,13.9,0.9,2.5,0.374,0.5,1.6,0.295,0.5,0.9,0.519,0.469,0.1,0.1,0.875,0.6,1.3,1.9,2.2,0.9,0.0,0.8,1.4,2.5
PG,26,82,79,32.2,7.2,16.9,0.428,2.0,5.7,0.359,5.2,11.2,0.462,0.488,5.8,6.6,0.871,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,22.2
PG,32,29,29,34.0,10.0,20.3,0.492,5.0,11.8,0.425,5.0,8.6,0.582,0.614,5.0,5.3,0.935,0.4,4.9,5.3,6.0,1.2,0.1,3.2,1.9,30.0
PG,23,53,53,31.5,7.4,16.6,0.448,1.6,4.9,0.321,5.8,11.6,0.502,0.496,3.2,3.6,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,19.6
PG,23,14,0,14.0,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0.0,0.0,0.0,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
SG,25,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
SF,24,64,33,20.3,2.0,5.3,0.372,0.9,2.4,0.361,1.1,2.9,0.38,0.454,0.5,0.5,0.909,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3
SF,25,29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.476,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2
C,22,27,27,28.8,3.8,5.8,0.66,0.0,0.0,0.0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
PG,19,17,0,13.1,2.1,5.1,0.402,0.6,1.7,0.379,1.4,3.4,0.414,0.466,0.8,1.2,0.65,0.1,0.8,0.9,1.8,0.6,0.1,0.5,1.0,5.5
SG,31,29,20,32.2,4.0,8.5,0.466,2.4,5.8,0.419,1.6,2.8,0.563,0.607,1.2,1.5,0.791,0.7,3.5,4.2,1.7,1.2,0.3,0.7,2.3,11.5
SF,27,69,21,27.2,4.3,9.0,0.481,1.6,4.0,0.409,2.7,5.0,0.537,0.571,1.5,2.3,0.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8
C,26,12,12,23.3,4.2,8.6,0.485,0.3,1.0,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8
PF,23,10,0,6.8,1.0,2.4,0.417,0.0,0.0,0.0,1.0,2.4,0.417,0.417,0.9,1.4,0.643,1.4,2.4,3.8,0.5,0.4,0.5,0.6,1.5,2.9
SF,24,17,2,9.1,0.7,2.4,0.3,0.2,0.9,0.267,0.5,1.5,0.32,0.35,0.2,0.2,0.75,0.2,1.3,1.5,0.4,0.1,0.2,0.5,0.9,1.8
PF,23,8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4
PG,19,28,8,27.7,5.4,12.4,0.437,1.8,5.1,0.354,3.6,7.3,0.495,0.51,2.0,2.5,0.797,1.5,4.6,6.2,6.1,1.5,0.4,2.7,2.6,14.6
PF,31,10,1,13.0,1.6,3.8,0.421,1.0,2.8,0.357,0.6,1.0,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5
SG,34,80,80,30.0,3.4,7.7,0.435,2.0,5.0,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2
